calibration_mode,level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,prediction_available_levels,missing_prediction_levels,calibrated_top1_pct_within_3,calibrated_top1_pct_within_5,calibrated_top3_pct_within_3,calibrated_top3_pct_within_5,calibrated_best_median_abs_error,calibrated_best_mean_abs_error,calibrated_best_pct_within_3,calibrated_best_pct_within_5,calibrated_top1_median_abs_error,calibrated_cluster_band_median_width,calibrated_ordered_ladder_valid,calibrated_ordered_ladder_median_abs_error,calibrated_ordered_ladder_pct_within_3,calibrated_ordered_ladder_pct_within_5,calibrated_bracketed_by_L5_L6
MODE_A_LIVE_PROXIMITY_HEAVY,2025-12-02,2025-12-01,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4232.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,12.12808,12.59154,25.0,25.0,12.12808,0.0,True,12.12808,25.0,25.0,False
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,2025-12-02,2025-12-01,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4232.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,12.12808,12.59154,25.0,25.0,12.12808,0.0,True,12.12808,25.0,25.0,False
MODE_C_BALANCED,2025-12-02,2025-12-01,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4232.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,12.12808,12.59154,25.0,25.0,12.12808,0.0,True,12.12808,25.0,25.0,False
MODE_D_NEAREST_VALID_LADDER,2025-12-02,2025-12-01,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4232.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,12.12808,12.59154,25.0,25.0,12.12808,0.0,True,12.12808,25.0,25.0,False
MODE_E_SPACING_PRESERVATION,2025-12-02,2025-12-01,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4232.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,12.12808,12.59154,25.0,25.0,12.12808,0.0,True,12.12808,25.0,25.0,False
MODE_A_LIVE_PROXIMITY_HEAVY,2025-12-03,2025-12-02,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4205.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,75.0,25.0,75.0,4.03,4.32375,25.0,75.0,4.03,0.0,True,4.03,25.0,75.0,True
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,2025-12-03,2025-12-02,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4205.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,50.0,25.0,75.0,4.03,4.32375,25.0,75.0,5.1725,0.0,True,4.03,25.0,75.0,True
MODE_C_BALANCED,2025-12-03,2025-12-02,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4205.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,50.0,25.0,75.0,4.03,4.32375,25.0,75.0,5.1725,0.0,True,6.07076,25.0,50.0,True
MODE_D_NEAREST_VALID_LADDER,2025-12-03,2025-12-02,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4205.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,50.0,25.0,75.0,4.03,4.32375,25.0,75.0,5.6725,0.0,True,5.6725,0.0,50.0,True
MODE_E_SPACING_PRESERVATION,2025-12-03,2025-12-02,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4205.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,75.0,25.0,75.0,4.03,4.32375,25.0,75.0,4.03,0.0,True,4.03,25.0,75.0,True
MODE_A_LIVE_PROXIMITY_HEAVY,2025-12-04,2025-12-03,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4202.98,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,5.845,7.57625,25.0,25.0,5.845,0.0,True,5.845,25.0,25.0,False
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,2025-12-04,2025-12-03,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4202.98,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,5.845,7.57625,25.0,25.0,5.845,0.0,True,5.845,25.0,25.0,False
MODE_C_BALANCED,2025-12-04,2025-12-03,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4202.98,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,5.845,7.57625,25.0,25.0,5.845,0.0,True,5.845,25.0,25.0,False
MODE_D_NEAREST_VALID_LADDER,2025-12-04,2025-12-03,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4202.98,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,5.845,7.57625,25.0,25.0,5.845,0.0,True,5.845,25.0,25.0,False
MODE_E_SPACING_PRESERVATION,2025-12-04,2025-12-03,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4202.98,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,5.845,7.57625,25.0,25.0,5.845,0.0,True,5.845,25.0,25.0,False
MODE_A_LIVE_PROXIMITY_HEAVY,2025-12-05,2025-12-04,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,75.0,100.0,75.0,100.0,1.909063,1.929792,75.0,100.0,1.909063,0.899375,True,1.909063,75.0,100.0,False
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,2025-12-05,2025-12-04,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,75.0,100.0,75.0,100.0,1.909063,1.929792,75.0,100.0,1.909063,0.899375,True,1.909063,75.0,100.0,False
MODE_C_BALANCED,2025-12-05,2025-12-04,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,75.0,100.0,75.0,100.0,1.909063,1.929792,75.0,100.0,1.909063,0.899375,True,1.909063,75.0,100.0,False
MODE_D_NEAREST_VALID_LADDER,2025-12-05,2025-12-04,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,75.0,100.0,75.0,100.0,1.909063,1.929792,75.0,100.0,1.909063,0.899375,True,1.909063,75.0,100.0,False
MODE_E_SPACING_PRESERVATION,2025-12-05,2025-12-04,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,75.0,100.0,75.0,100.0,1.909063,1.929792,75.0,100.0,1.909063,0.899375,True,1.909063,75.0,100.0,False
MODE_A_LIVE_PROXIMITY_HEAVY,2025-12-08,2025-12-05,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4199.09,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,11.804063,13.283719,0.0,0.0,11.804063,0.0,True,11.804063,0.0,0.0,True
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,2025-12-08,2025-12-05,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4199.09,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,11.804063,13.283719,0.0,0.0,11.804063,0.0,True,11.804063,0.0,0.0,True
MODE_C_BALANCED,2025-12-08,2025-12-05,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4199.09,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,11.804063,13.283719,0.0,0.0,11.804063,0.0,True,11.804063,0.0,0.0,True
MODE_D_NEAREST_VALID_LADDER,2025-12-08,2025-12-05,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4199.09,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,11.804063,13.283719,0.0,0.0,11.804063,0.0,True,11.804063,0.0,0.0,True
MODE_E_SPACING_PRESERVATION,2025-12-08,2025-12-05,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4199.09,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,11.804063,13.283719,0.0,0.0,11.804063,0.0,True,11.804063,0.0,0.0,True
MODE_A_LIVE_PROXIMITY_HEAVY,2025-12-09,2025-12-08,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4190.56,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,13.31,13.954865,0.0,0.0,13.31,0.0,True,13.31,0.0,0.0,False
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,2025-12-09,2025-12-08,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4190.56,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,13.31,13.954865,0.0,0.0,15.965,0.0,True,15.965,0.0,0.0,False
MODE_C_BALANCED,2025-12-09,2025-12-08,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4190.56,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,13.31,13.954865,0.0,0.0,13.31,0.0,True,13.31,0.0,0.0,False
MODE_D_NEAREST_VALID_LADDER,2025-12-09,2025-12-08,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4190.56,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,13.31,13.954865,0.0,0.0,13.31,0.0,True,13.31,0.0,0.0,False
MODE_E_SPACING_PRESERVATION,2025-12-09,2025-12-08,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4190.56,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,13.31,13.954865,0.0,0.0,13.31,0.0,True,13.31,0.0,0.0,False
MODE_A_LIVE_PROXIMITY_HEAVY,2025-12-10,2025-12-09,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.1,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,12.909375,12.979269,0.0,0.0,12.909375,1.32875,True,12.909375,0.0,0.0,False
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,2025-12-10,2025-12-09,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.1,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,12.909375,12.979269,0.0,0.0,12.909375,1.32875,True,12.909375,0.0,0.0,False
MODE_C_BALANCED,2025-12-10,2025-12-09,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.1,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,12.909375,12.979269,0.0,0.0,12.909375,1.32875,True,12.909375,0.0,0.0,False
MODE_D_NEAREST_VALID_LADDER,2025-12-10,2025-12-09,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.1,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,12.909375,12.979269,0.0,0.0,12.909375,1.32875,True,12.909375,0.0,0.0,False
MODE_E_SPACING_PRESERVATION,2025-12-10,2025-12-09,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.1,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,12.909375,12.979269,0.0,0.0,12.909375,1.32875,True,12.909375,0.0,0.0,False
MODE_A_LIVE_PROXIMITY_HEAVY,2025-12-11,2025-12-10,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4228.54,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,75.0,100.0,2.396562,2.430523,75.0,100.0,14.365625,0.842187,True,14.365625,0.0,0.0,False
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,2025-12-11,2025-12-10,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4228.54,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,75.0,100.0,2.396562,2.430523,75.0,100.0,14.365625,0.842187,True,14.365625,25.0,25.0,False
MODE_C_BALANCED,2025-12-11,2025-12-10,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4228.54,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,75.0,100.0,2.396562,2.430523,75.0,100.0,14.365625,0.842187,True,14.365625,0.0,0.0,False
MODE_D_NEAREST_VALID_LADDER,2025-12-11,2025-12-10,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4228.54,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,75.0,100.0,2.396562,2.430523,75.0,100.0,14.365625,0.842187,True,14.365625,0.0,0.0,False
MODE_E_SPACING_PRESERVATION,2025-12-11,2025-12-10,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4228.54,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,75.0,100.0,2.396562,2.430523,75.0,100.0,14.365625,0.842187,True,14.365625,0.0,0.0,False
MODE_A_LIVE_PROXIMITY_HEAVY,2025-12-12,2025-12-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4279.59,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,50.0,5.29862,5.769206,25.0,50.0,34.267292,0.710417,True,34.267292,0.0,0.0,True
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,2025-12-12,2025-12-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4279.59,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,50.0,5.29862,5.769206,25.0,50.0,28.62625,0.710417,True,28.62625,0.0,0.0,True
MODE_C_BALANCED,2025-12-12,2025-12-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4279.59,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,50.0,5.29862,5.769206,25.0,50.0,20.7575,0.710417,True,28.62625,0.0,0.0,True
MODE_D_NEAREST_VALID_LADDER,2025-12-12,2025-12-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4279.59,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,50.0,5.29862,5.769206,25.0,50.0,34.267292,0.710417,True,34.267292,0.0,0.0,True
MODE_E_SPACING_PRESERVATION,2025-12-12,2025-12-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4279.59,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,50.0,5.29862,5.769206,25.0,50.0,28.62625,0.710417,True,34.267292,0.0,0.0,True
MODE_A_LIVE_PROXIMITY_HEAVY,2025-12-15,2025-12-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4299.72,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,4.78125,7.463073,25.0,75.0,31.129591,0.0,True,31.129591,0.0,0.0,True
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,2025-12-15,2025-12-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4299.72,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,4.78125,7.463073,25.0,75.0,32.334841,0.0,True,32.334841,0.0,0.0,True
MODE_C_BALANCED,2025-12-15,2025-12-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4299.72,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,4.78125,7.463073,25.0,75.0,32.334841,0.0,True,32.334841,0.0,0.0,True
MODE_D_NEAREST_VALID_LADDER,2025-12-15,2025-12-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4299.72,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,4.78125,7.463073,25.0,75.0,31.129591,0.0,True,31.129591,0.0,0.0,True
MODE_E_SPACING_PRESERVATION,2025-12-15,2025-12-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4299.72,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,4.78125,7.463073,25.0,75.0,32.334841,0.0,True,32.334841,0.0,0.0,True
MODE_A_LIVE_PROXIMITY_HEAVY,2025-12-16,2025-12-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4304.91,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,50.0,9.629755,10.644409,25.0,50.0,13.290625,0.0,True,13.290625,25.0,25.0,False
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,2025-12-16,2025-12-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4304.91,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,50.0,9.629755,10.644409,25.0,50.0,13.290625,0.0,True,13.290625,25.0,25.0,False
MODE_C_BALANCED,2025-12-16,2025-12-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4304.91,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,50.0,9.629755,10.644409,25.0,50.0,13.290625,0.0,True,13.290625,25.0,25.0,False
MODE_D_NEAREST_VALID_LADDER,2025-12-16,2025-12-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4304.91,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,50.0,9.629755,10.644409,25.0,50.0,13.290625,0.0,True,13.290625,25.0,25.0,False
MODE_E_SPACING_PRESERVATION,2025-12-16,2025-12-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4304.91,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,50.0,9.629755,10.644409,25.0,50.0,13.290625,0.0,True,13.290625,25.0,25.0,False
MODE_A_LIVE_PROXIMITY_HEAVY,2025-12-17,2025-12-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4302.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,9.086875,9.43,0.0,0.0,9.086875,0.0,True,9.086875,0.0,0.0,False
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,2025-12-17,2025-12-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4302.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,9.086875,9.43,0.0,0.0,9.086875,0.0,True,9.086875,0.0,0.0,False
MODE_C_BALANCED,2025-12-17,2025-12-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4302.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,9.086875,9.43,0.0,0.0,9.086875,0.0,True,9.086875,0.0,0.0,False
MODE_D_NEAREST_VALID_LADDER,2025-12-17,2025-12-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4302.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,9.086875,9.43,0.0,0.0,9.086875,0.0,True,9.086875,0.0,0.0,False
MODE_E_SPACING_PRESERVATION,2025-12-17,2025-12-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4302.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,9.086875,9.43,0.0,0.0,9.086875,0.0,True,9.086875,0.0,0.0,False
MODE_A_LIVE_PROXIMITY_HEAVY,2025-12-19,2025-12-18,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4332.34,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,50.0,100.0,2.546875,2.43625,50.0,100.0,9.699585,0.0,True,9.699585,25.0,25.0,True
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,2025-12-19,2025-12-18,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4332.34,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,50.0,50.0,100.0,2.546875,2.43625,50.0,100.0,6.8625,0.0,True,6.8625,25.0,50.0,True
MODE_C_BALANCED,2025-12-19,2025-12-18,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4332.34,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,50.0,100.0,2.546875,2.43625,50.0,100.0,9.699585,0.0,True,9.699585,25.0,25.0,True
MODE_D_NEAREST_VALID_LADDER,2025-12-19,2025-12-18,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4332.34,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,50.0,100.0,2.546875,2.43625,50.0,100.0,9.699585,0.0,True,9.699585,25.0,25.0,True
MODE_E_SPACING_PRESERVATION,2025-12-19,2025-12-18,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4332.34,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,50.0,100.0,2.546875,2.43625,50.0,100.0,9.699585,0.0,True,9.699585,25.0,25.0,True
MODE_A_LIVE_PROXIMITY_HEAVY,2025-12-22,2025-12-19,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4338.16,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,25.0,50.0,6.03625,5.96417,25.0,50.0,9.075,0.0,True,9.075,0.0,25.0,False
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,2025-12-22,2025-12-19,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4338.16,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,50.0,6.03625,5.96417,25.0,50.0,12.9275,0.0,True,12.9275,0.0,0.0,False
MODE_C_BALANCED,2025-12-22,2025-12-19,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4338.16,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,50.0,6.03625,5.96417,25.0,50.0,11.8275,0.0,True,11.8275,0.0,0.0,False
MODE_D_NEAREST_VALID_LADDER,2025-12-22,2025-12-19,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4338.16,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,25.0,50.0,6.03625,5.96417,25.0,50.0,9.075,0.0,True,9.075,0.0,25.0,False
MODE_E_SPACING_PRESERVATION,2025-12-22,2025-12-19,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4338.16,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,50.0,6.03625,5.96417,25.0,50.0,11.8275,0.0,True,11.8275,0.0,0.0,False
MODE_A_LIVE_PROXIMITY_HEAVY,2025-12-23,2025-12-22,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4443.59,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,17.99,22.00928,0.0,0.0,17.99,0.0,True,17.99,0.0,0.0,True
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,2025-12-23,2025-12-22,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4443.59,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,17.99,22.00928,0.0,0.0,26.81375,0.0,True,17.99,0.0,0.0,True
MODE_C_BALANCED,2025-12-23,2025-12-22,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4443.59,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,17.99,22.00928,0.0,0.0,26.81375,0.0,True,17.99,0.0,0.0,True
MODE_D_NEAREST_VALID_LADDER,2025-12-23,2025-12-22,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4443.59,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,17.99,22.00928,0.0,0.0,17.99,0.0,True,17.99,0.0,0.0,True
MODE_E_SPACING_PRESERVATION,2025-12-23,2025-12-22,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4443.59,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,17.99,22.00928,0.0,0.0,26.81375,0.0,True,17.99,0.0,0.0,True
MODE_A_LIVE_PROXIMITY_HEAVY,2025-12-24,2025-12-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4484.54,PREV_CLOSE_PROXY,,NEUTRAL,3,1,0.0,33.333333,0.0,33.333333,5.31125,5.71,0.0,33.333333,11.82125,0.0,False,,,,
