ordered_ladder_available,ordered_ladder_valid,ordered_combo_score,L4_cluster_rank,L4_cluster_mid,L4_cluster_min,L4_cluster_max,L4_cluster_width,L4_actual,L4_abs_error,L4_within_3,L4_within_5,L5_cluster_rank,L5_cluster_mid,L5_cluster_min,L5_cluster_max,L5_cluster_width,L5_actual,L5_abs_error,L5_within_3,L5_within_5,L6_cluster_rank,L6_cluster_mid,L6_cluster_min,L6_cluster_max,L6_cluster_width,L6_actual,L6_abs_error,L6_within_3,L6_within_5,L7_cluster_rank,L7_cluster_mid,L7_cluster_min,L7_cluster_max,L7_cluster_width,L7_actual,L7_abs_error,L7_within_3,L7_within_5,ordered_ladder_median_abs_error,ordered_ladder_mean_abs_error,ordered_ladder_pct_within_3,ordered_ladder_pct_within_5,ordered_ladder_total_width,ordered_ladder_mean_rank,level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,candidate_method
True,True,314.824314,1.0,4770.27625,4770.27625,4770.27625,0.0,4767.19,3.08625,False,True,1.0,4719.26,4719.26,4719.26,0.0,4733.49,14.23,False,False,1.0,4716.8675,4716.8675,4716.8675,0.0,4693.82,23.0475,False,False,1.0,4670.05,4670.05,4670.05,0.0,4651.82,18.23,False,False,16.23,14.648438,0.0,25.0,0.0,1.0,2026-04-09,2026-04-08,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,338.183455,1.0,4782.96,4781.365,4784.555,3.19,4787.01,4.05,False,True,2.0,4764.77,4764.77,4764.77,0.0,4746.82,17.95,False,False,1.0,4749.77,4749.77,4749.77,0.0,4706.64,43.13,False,False,1.0,4716.58,4714.985,4718.175,3.19,4671.56,45.02,False,False,30.54,27.5375,0.0,25.0,6.38,1.25,2026-04-10,2026-04-09,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,330.543311,1.0,4758.413333,4758.413333,4758.413333,0.0,4777.03,18.616667,False,False,2.0,4756.454166,4754.495,4758.413333,3.918333,4737.6,18.854166,False,False,1.0,4742.7275,4742.7275,4742.7275,0.0,4695.33,47.3975,False,False,1.0,4712.7275,4712.7275,4712.7275,0.0,4653.69,59.0375,False,False,33.125833,35.976458,0.0,0.0,3.918333,1.25,2026-04-13,2026-04-10,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,337.543499,1.0,4714.773369,4714.773369,4714.773369,0.0,4768.21,53.436631,False,False,1.0,4714.10125,4712.085,4716.1175,4.0325,4728.16,14.05875,False,False,1.0,4684.56166,4684.56166,4684.56166,0.0,4688.7,4.13834,False,True,1.0,4657.28625,4657.28625,4657.28625,0.0,4648.94,8.34625,False,False,11.2025,19.994993,0.0,25.0,4.0325,1.0,2026-04-14,2026-04-13,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,336.83381,1.0,4812.393367,4812.393367,4812.393367,0.0,4871.18,58.786633,False,False,1.0,4810.43,4810.43,4810.43,0.0,4833.44,23.01,False,False,2.0,4794.69375,4793.9575,4795.43,1.4725,4795.98,1.28625,True,True,1.0,4757.2625,4757.2625,4757.2625,0.0,4759.66,2.3975,True,True,12.70375,21.370096,50.0,50.0,1.4725,1.25,2026-04-15,2026-04-14,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,328.647185,2.0,4829.125,4829.125,4829.125,0.0,4866.37,37.245,False,False,2.0,4816.54864,4814.62,4818.47728,3.85728,4833.82,17.27136,False,False,1.0,4799.62,4799.125,4800.115,0.99,4796.88,2.74,True,True,1.0,4697.59,4697.59,4697.59,0.0,4763.58,65.99,False,False,27.25818,30.81159,25.0,25.0,4.84728,1.5,2026-04-16,2026-04-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,334.382677,1.0,4820.245,4820.245,4820.245,0.0,4859.83,39.585,False,False,2.0,4798.290416,4796.1575,4800.423333,4.265833,4822.32,24.029583,False,False,1.0,4781.1575,4778.20125,4784.11375,5.9125,4789.02,7.8625,False,False,1.0,4693.895,4693.895,4693.895,0.0,4747.74,53.845,False,False,31.807291,31.330521,0.0,0.0,10.178333,1.25,2026-04-17,2026-04-16,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,334.81724,1.0,4876.095,4876.095,4876.095,0.0,4884.09,7.995,False,False,2.0,4853.07,4853.07,4853.07,0.0,4846.45,6.62,False,False,2.0,4830.486667,4830.486667,4830.486667,0.0,4808.63,21.856667,False,False,1.0,4814.6922,4814.52,4814.8644,0.3444,4772.29,42.4022,False,False,14.925834,19.718467,0.0,0.0,0.3444,1.5,2026-04-20,2026-04-17,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,344.695091,1.0,4797.42003,4797.42003,4797.42003,0.0,4875.42,77.99997,False,False,2.0,4797.33,4797.33,4797.33,0.0,4831.95,34.62,False,False,1.0,4782.29625,4782.2625,4782.33,0.0675,4784.68,2.38375,True,True,1.0,4750.32,4748.3775,4752.2625,3.885,4743.45,6.87,False,False,20.745,30.46843,25.0,25.0,3.9525,1.25,2026-04-21,2026-04-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,315.819511,1.0,4731.44124,4731.44124,4731.44124,0.0,4780.53,49.08876,False,False,2.0,4720.06,4720.06,4720.06,0.0,4740.11,20.05,False,False,1.0,4662.8325,4662.8325,4662.8325,0.0,4694.87,32.0375,False,False,1.0,4638.48,4638.48,4638.48,0.0,4636.73,1.75,True,True,26.04375,25.731565,25.0,25.0,0.0,1.25,2026-04-22,2026-04-21,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,335.58991,1.0,4750.66648,4750.66,4750.67296,0.01296,4873.73,123.06352,False,False,1.0,4728.98,4728.98,4728.98,0.0,4832.75,103.77,False,False,1.0,4696.46,4696.46,4696.46,0.0,4783.45,86.99,False,False,1.0,4631.42,4631.42,4631.42,0.0,4740.92,109.5,False,False,106.635,105.83088,0.0,0.0,0.01296,1.0,2026-04-23,2026-04-22,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,REGIME_RANGE_CLOSE
True,True,340.893294,1.0,4740.825,4738.95,4742.7,3.75,4799.5,58.675,False,False,2.0,4724.1,4724.1,4724.1,0.0,4769.97,45.87,False,False,1.0,4709.1,4709.1,4709.1,0.0,4737.93,28.83,False,False,1.0,4679.2,4679.15,4679.25,0.1,4699.63,20.43,False,False,37.35,38.45125,0.0,0.0,3.85,1.25,2026-04-24,2026-04-23,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,315.886291,1.0,4726.315,4726.315,4726.315,0.0,4789.79,63.475,False,False,1.0,4700.884166,4699.975,4701.793333,1.818333,4758.08,57.195833,False,False,1.0,4670.89,4669.975,4671.805,1.83,4722.56,51.67,False,False,1.0,4641.805,4641.805,4641.805,0.0,4688.57,46.765,False,False,54.432917,54.776458,0.0,0.0,3.648333,1.0,2026-04-27,2026-04-24,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,REGIME_RANGE_CLOSE_ROWS
True,True,330.865614,1.0,4713.63,4713.63,4713.63,0.0,4724.59,10.96,False,False,3.0,4691.700834,4690.395,4693.006667,2.611667,4687.0,4.700834,False,True,1.0,4677.45375,4672.0125,4682.895,10.8825,4642.74,34.71375,False,False,1.0,4590.69,4590.69,4590.69,0.0,4609.63,18.94,False,False,14.95,17.328646,0.0,25.0,13.494167,1.5,2026-04-28,2026-04-27,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,323.895381,1.0,4610.79884,4610.79884,4610.79884,0.0,4646.78,35.98116,False,False,2.0,4597.2,4597.2,4597.2,0.0,4603.92,6.72,False,False,1.0,4546.8675,4546.8675,4546.8675,0.0,4561.81,14.9425,False,False,1.0,4524.79,4524.79,4524.79,0.0,4527.79,3.0,True,True,10.83125,15.160915,25.0,25.0,0.0,1.25,2026-04-29,2026-04-28,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,341.592917,1.0,4591.54,4591.54,4591.54,0.0,4639.2,47.66,False,False,1.0,4529.04,4529.04,4529.04,0.0,4599.33,70.29,False,False,1.0,4525.915,4522.79,4529.04,6.25,4555.58,29.665,False,False,1.0,4415.29,4415.29,4415.29,0.0,4521.25,105.96,False,False,58.975,63.39375,0.0,0.0,6.25,1.0,2026-04-30,2026-04-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,335.517588,1.0,4611.033369,4611.033369,4611.033369,0.0,4640.24,29.206631,False,False,2.0,4608.12,4608.12,4608.12,0.0,4599.79,8.33,False,False,1.0,4593.12,4590.935,4595.305,4.37,4556.84,36.28,False,False,1.0,4556.875,4552.815,4560.935,8.12,4517.48,39.395,False,False,32.743316,28.302908,0.0,0.0,12.49,1.25,2026-05-01,2026-04-30,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,339.557809,1.0,4642.8125,4641.55875,4644.06625,2.5075,4645.95,3.1375,False,True,2.0,4625.305,4625.305,4625.305,0.0,4606.0,19.305,False,False,1.0,4610.305,4610.305,4610.305,0.0,4565.35,44.955,False,False,1.0,4579.05125,4579.05125,4579.05125,0.0,4522.79,56.26125,False,False,32.13,30.914687,0.0,25.0,2.5075,1.25,2026-05-04,2026-05-01,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,295.825556,1.0,4638.5,4638.5,4638.5,0.0,4636.32,2.18,True,True,1.0,4603.995,4603.995,4603.995,0.0,4598.4,5.595,False,False,1.0,4585.77636,4585.77636,4585.77636,0.0,4558.99,26.78636,False,False,1.0,4554.49,4554.49,4554.49,0.0,4518.42,36.07,False,False,16.19068,17.65784,25.0,25.0,0.0,1.0,2026-05-05,2026-05-04,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,REGIME_RANGE_CLOSE_ROWS
True,True,341.208036,1.0,4575.925,4573.8025,4578.0475,4.245,4644.75,68.825,False,False,1.0,4565.17,4565.17,4565.17,0.0,4601.04,35.87,False,False,1.0,4550.17,4550.17,4550.17,0.0,4556.82,6.65,False,False,1.0,4522.2925,4522.2925,4522.2925,0.0,4510.42,11.8725,False,False,23.87125,30.804375,0.0,0.0,4.245,1.0,2026-05-06,2026-05-05,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,275.078949,1.0,4778.8975,4778.8975,4778.8975,0.0,4728.08,50.8175,False,False,1.0,4701.385,4701.385,4701.385,0.0,4678.95,22.435,False,False,1.0,4700.9725,4700.9725,4700.9725,0.0,4638.72,62.2525,False,False,1.0,4572.1975,4572.1975,4572.1975,0.0,4599.88,27.6825,False,False,39.25,40.796875,0.0,0.0,0.0,1.0,2026-05-07,2026-05-06,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,339.434287,1.0,4753.71375,4753.71375,4753.71375,0.0,4730.4,23.31375,False,False,2.0,4744.9125,4744.9125,4744.9125,0.0,4682.05,62.8625,False,False,1.0,4697.04375,4695.16875,4698.91875,3.75,4635.49,61.55375,False,False,1.0,4600.425,4600.425,4600.425,0.0,4595.54,4.885,False,True,42.43375,38.15375,0.0,25.0,3.75,1.25,2026-05-08,2026-05-07,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,343.478005,1.0,4738.9325,4736.66625,4741.19875,4.5325,4790.81,51.8775,False,False,1.0,4728.465,4728.465,4728.465,0.0,4756.62,28.155,False,False,1.0,4714.5425,4713.465,4715.62,2.155,4721.87,7.3275,False,False,1.0,4685.73125,4685.73125,4685.73125,0.0,4684.33,1.40125,True,True,17.74125,22.190313,25.0,25.0,6.6875,1.0,2026-05-11,2026-05-08,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,336.5917,1.0,4715.073367,4715.073367,4715.073367,0.0,4786.09,71.016633,False,False,2.0,4713.345,4713.345,4713.345,0.0,4752.28,38.935,False,False,1.0,4698.993125,4698.345,4699.64125,1.29625,4717.37,18.376875,False,False,1.0,4663.8775,4660.70625,4667.04875,6.3425,4680.73,16.8525,False,False,28.655938,36.295252,0.0,0.0,7.63875,1.25,2026-05-12,2026-05-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,335.792492,1.0,4756.5725,4756.5725,4756.5725,0.0,4786.09,29.5175,False,False,1.0,4705.85,4705.85,4705.85,0.0,4746.53,40.68,False,False,1.0,4683.306622,4683.306622,4683.306622,0.0,4707.42,24.113378,False,False,2.0,4658.8775,4658.8775,4658.8775,0.0,4670.27,11.3925,False,False,26.815439,26.425844,0.0,0.0,0.0,1.25,2026-05-13,2026-05-12,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,329.62141,1.0,4726.78,4726.78,4726.78,0.0,4768.67,41.89,False,False,1.0,4712.4525,4712.4525,4712.4525,0.0,4734.88,22.4275,False,False,1.0,4669.47,4669.47,4669.47,0.0,4699.33,29.86,False,False,1.0,4584.90125,4584.90125,4584.90125,0.0,4670.27,85.36875,False,False,35.875,44.886562,0.0,0.0,0.0,1.0,2026-05-14,2026-05-13,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,335.868734,1.0,4709.6575,4709.6575,4709.6575,0.0,4693.67,15.9875,False,False,3.0,4700.205,4700.205,4700.205,0.0,4665.63,34.575,False,False,1.0,4655.515,4653.5625,4657.4675,3.905,4635.27,20.245,False,False,1.0,4653.7175,4653.7175,4653.7175,0.0,4600.62,53.0975,False,False,27.41,30.97625,0.0,0.0,3.905,1.5,2026-05-15,2026-05-14,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,327.635542,1.0,4606.5729,4606.5729,4606.5729,0.0,4564.33,42.2429,False,False,1.0,4572.6025,4571.81,4573.395,1.585,4539.06,33.5425,False,False,1.0,4504.37625,4504.37625,4504.37625,0.0,4511.93,7.55375,False,False,1.0,4481.37,4481.37,4481.37,0.0,4481.32,0.05,True,True,20.548125,20.847287,25.0,25.0,1.585,1.0,2026-05-18,2026-05-15,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,336.834023,1.0,4549.653368,4549.653368,4549.653368,0.0,4606.82,57.166632,False,False,2.0,4547.36,4547.36,4547.36,0.0,4586.21,38.85,False,False,1.0,4533.22,4532.36,4534.08,1.72,4558.95,25.73,False,False,1.0,4513.92,4513.92,4513.92,0.0,4532.84,18.92,False,False,32.29,35.166658,0.0,0.0,1.72,1.25,2026-05-19,2026-05-18,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,335.666017,1.0,4541.23048,4541.23048,4541.23048,0.0,4529.64,11.59048,False,False,1.0,4481.92,4481.92,4481.92,0.0,4506.6,24.68,False,False,1.0,4452.685,4452.685,4452.685,0.0,4487.59,34.905,False,False,1.0,4433.14,4433.14,4433.14,0.0,4462.0,28.86,False,False,26.77,25.00887,0.0,0.0,0.0,1.0,2026-05-20,2026-05-19,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,337.041676,1.0,4519.6467,4519.6467,4519.6467,0.0,4608.29,88.6433,False,False,2.0,4518.12,4518.12,4518.12,0.0,4582.07,63.95,False,False,1.0,4503.6925,4503.12,4504.265,1.145,4554.33,50.6375,False,False,1.0,4485.83,4485.83,4485.83,0.0,4524.06,38.23,False,False,57.29375,60.3652,0.0,0.0,1.145,1.25,2026-05-21,2026-05-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,344.905263,1.0,4557.5125,4556.60125,4558.42375,1.8225,4614.22,56.7075,False,False,1.0,4544.335,4544.335,4544.335,0.0,4582.41,38.075,False,False,1.0,4543.05,4543.05,4543.05,0.0,4551.77,8.72,False,False,1.0,4500.24625,4500.24625,4500.24625,0.0,4520.55,20.30375,False,False,29.189375,30.951563,0.0,0.0,1.8225,1.0,2026-05-22,2026-05-21,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,300.757955,1.0,4506.190824,4503.805,4508.576648,4.771648,4556.09,49.899176,False,False,1.0,4492.2125,4492.2125,4492.2125,0.0,4524.91,32.6975,False,False,1.0,4470.3975,4470.3975,4470.3975,0.0,4494.67,24.2725,False,False,1.0,4448.5825,4448.5825,4448.5825,0.0,4462.89,14.3075,False,False,28.485,30.294169,0.0,0.0,4.771648,1.0,2026-05-25,2026-05-22,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,REGIME_RANGE_CLOSE
True,True,328.759702,1.0,4580.13,4580.13,4580.13,0.0,4593.58,13.45,False,False,1.0,4548.303317,4548.303317,4548.303317,0.0,4562.44,14.136683,False,False,1.0,4512.1075,4512.1075,4512.1075,0.0,4529.9,17.7925,False,False,1.0,4473.2375,4473.2375,4473.2375,0.0,4499.76,26.5225,False,False,15.964592,17.975421,0.0,0.0,0.0,1.0,2026-05-26,2026-05-25,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,315.787148,1.0,4530.09,4530.09,4530.09,0.0,4530.95,0.86,True,True,1.0,4506.54,4506.54,4506.54,0.0,4496.68,9.86,False,False,1.0,4484.04,4484.04,4484.04,0.0,4459.72,24.32,False,False,1.0,4467.99,4467.99,4467.99,0.0,4421.27,46.72,False,False,17.09,20.44,25.0,25.0,0.0,1.0,2026-05-27,2026-05-26,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS
True,True,340.933899,1.0,4520.815,4520.815,4520.815,0.0,4495.53,25.285,False,False,1.0,4469.68,4469.68,4469.68,0.0,4466.16,3.52,False,True,1.0,4465.18,4465.18,4465.18,0.0,4424.0,41.18,False,False,1.0,4433.885,4433.885,4433.885,0.0,4379.41,54.475,False,False,33.2325,31.115,0.0,25.0,0.0,1.0,2026-05-28,2026-05-27,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,291.443271,2.0,4479.05,4479.05,4479.05,0.0,4586.39,107.34,False,False,1.0,4471.55,4471.55,4471.55,0.0,4557.79,86.24,False,False,1.0,4466.55005,4466.55005,4466.55005,0.0,4527.81,61.25995,False,False,2.0,4426.55,4426.55,4426.55,0.0,4495.62,69.07,False,False,77.655,80.977487,0.0,0.0,0.0,1.5,2026-05-29,2026-05-28,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,REGIME_RANGE_CLOSE_ROWS
True,True,306.703058,1.0,4578.3225,4578.3225,4578.3225,0.0,4607.94,29.6175,False,False,1.0,4541.04125,4540.2125,4541.87,1.6575,4580.08,39.03875,False,False,1.0,4508.185,4506.1575,4510.2125,4.055,4547.84,39.655,False,False,2.0,4476.1575,4476.1575,4476.1575,0.0,4521.97,45.8125,False,False,39.346875,38.530938,0.0,0.0,5.7125,1.25,2026-06-01,2026-05-29,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,REGIME_RANGE_CLOSE_ROWS
True,True,319.189376,1.0,4494.793333,4492.766667,4496.82,4.053333,4489.47,5.323333,False,False,2.0,4484.90844,4484.66,4485.15688,0.49688,4457.53,27.37844,False,False,2.0,4459.755,4459.755,4459.755,0.0,4426.17,33.585,False,False,1.0,4433.505,4433.505,4433.505,0.0,4396.14,37.365,False,False,30.48172,25.912943,0.0,0.0,4.550213,1.5,2026-06-02,2026-06-01,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS
True,True,337.028885,1.0,4516.270846,4515.316693,4517.225,1.908307,4539.09,22.819154,False,False,3.0,4488.179154,4487.225,4489.133307,1.908307,4513.17,24.990846,False,False,1.0,4474.64375,4472.76875,4476.51875,3.75,4485.61,10.96625,False,False,1.0,4419.38125,4419.38125,4419.38125,0.0,4455.8,36.41875,False,False,23.905,23.79875,0.0,0.0,7.566614,1.5,2026-06-03,2026-06-02,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,329.373687,1.0,4462.844375,4461.625,4464.06375,2.43875,4457.9,4.944375,False,True,1.0,4444.0025,4444.0025,4444.0025,0.0,4427.93,16.0725,False,False,1.0,4421.5025,4421.5025,4421.5025,0.0,4399.02,22.4825,False,False,1.0,4371.2575,4371.2575,4371.2575,0.0,4371.46,0.2025,True,True,10.508438,10.925469,25.0,50.0,2.43875,1.0,2026-06-04,2026-06-03,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS
True,True,344.252325,1.0,4560.645,4560.645,4560.645,0.0,4514.07,46.575,False,False,1.0,4484.67,4484.67,4484.67,0.0,4489.65,4.98,False,True,1.0,4475.16,4475.16,4475.16,0.0,4460.74,14.42,False,False,1.0,4439.475,4439.475,4439.475,0.0,4432.43,7.045,False,False,10.7325,18.255,0.0,25.0,0.0,1.0,2026-06-05,2026-06-04,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,326.414371,1.0,4418.15544,4418.15544,4418.15544,0.0,4373.8,44.35544,False,False,1.0,4328.02,4328.02,4328.02,0.0,4347.87,19.85,False,False,1.0,4309.44,4307.07,4311.81,4.74,4310.51,1.07,True,True,1.0,4281.81,4281.81,4281.81,0.0,4281.09,0.72,True,True,10.46,16.49886,50.0,50.0,4.74,1.0,2026-06-08,2026-06-05,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,325.613074,1.0,4329.0175,4325.89,4332.145,6.255,4370.04,41.0225,False,False,2.0,4324.645,4324.645,4324.645,0.0,4342.11,17.465,False,False,1.0,4311.5125,4311.5125,4311.5125,0.0,4313.53,2.0175,True,True,1.0,4279.0075,4279.0075,4279.0075,0.0,4284.94,5.9325,False,False,11.69875,16.609375,25.0,25.0,6.255,1.25,2026-06-09,2026-06-08,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS
True,True,337.242501,1.0,4315.25892,4315.25892,4315.25892,0.0,4253.47,61.78892,False,False,1.0,4259.46,4259.46,4259.46,0.0,4222.84,36.62,False,False,1.0,4226.4275,4226.4275,4226.4275,0.0,4186.38,40.0475,False,False,1.0,4206.81,4206.81,4206.81,0.0,4144.02,62.79,False,False,50.91821,50.311605,0.0,0.0,0.0,1.0,2026-06-10,2026-06-09,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,309.166673,1.0,4257.92,4257.92,4257.92,0.0,4194.64,63.28,False,False,1.0,4210.2,4210.2,4210.2,0.0,4165.1,45.1,False,False,1.0,4185.00384,4185.00384,4185.00384,0.0,4130.78,54.22384,False,False,1.0,4090.9,4090.9,4090.9,0.0,4097.25,6.35,False,False,49.66192,42.23846,0.0,0.0,0.0,1.0,2026-06-11,2026-06-10,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,REGIME_RANGE_CLOSE_ROWS
True,True,308.37997,1.0,4164.430625,4163.5725,4165.28875,1.71625,4220.33,55.899375,False,False,1.0,4163.5725,4163.5725,4163.5725,0.0,4184.94,21.3675,False,False,1.0,4154.716732,4154.716732,4154.716732,0.0,4161.3,6.583268,False,False,3.0,4107.005,4107.005,4107.005,0.0,4130.89,23.885,False,False,22.62625,26.933786,0.0,0.0,1.71625,1.5,2026-06-12,2026-06-11,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,REGIME_RANGE_CLOSE_ROWS
True,True,322.270657,1.0,4263.34125,4263.34125,4263.34125,0.0,4345.41,82.06875,False,False,2.0,4233.34125,4233.34125,4233.34125,0.0,4313.94,80.59875,False,False,2.0,4227.5525,4227.5525,4227.5525,0.0,4281.24,53.6875,False,False,1.0,4198.18396,4196.8975,4199.47042,2.57292,4248.13,49.94604,False,False,67.143125,66.57526,0.0,0.0,2.57292,1.5,2026-06-15,2026-06-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,REGIME_RANGE_CLOSE_ROWS
True,True,343.831736,1.0,4417.05625,4417.05625,4417.05625,0.0,4358.15,58.90625,False,False,1.0,4329.875,4329.875,4329.875,0.0,4329.57,0.305,True,True,1.0,4309.03,4309.03,4309.03,0.0,4300.22,8.81,False,False,1.0,4282.43875,4282.43875,4282.43875,0.0,4271.91,10.52875,False,False,9.669375,19.6375,25.0,25.0,0.0,1.0,2026-06-16,2026-06-15,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
