best_anchor_family,best_anchor_name,candidate_label,candidate_type,date_count,formula_fingerprint_score,level_name,mean_abs_distance,median_abs_distance,pct_within_1,pct_within_10,pct_within_2,pct_within_3,pct_within_5,published_rank_high_to_low,published_rank_low_to_high,rows,signed_distance_mean,signed_distance_median
prior_range_fraction,prev_range_0.75,rank_high_4 -> prior_range_fraction::prev_range_0.75,rank_high_to_low_anchor,9,92.275,,1.5675,1.45,11.111111,100.0,66.666667,100.0,100.0,4,,9,-0.470833,-1.0625
prior_hlc,previous_mid,L7 -> prior_hlc::previous_mid,level_name_anchor,5,92.275,L7,1.336,1.29,40.0,100.0,60.0,100.0,100.0,,,5,-1.144,-1.29
prior_hlc,previous_mid,L7 -> prior_hlc::previous_mid,l4_l7_anchor,5,92.275,L7,1.336,1.29,40.0,100.0,60.0,100.0,100.0,,,5,-1.144,-1.29
prior_hlc,previous_mid,rank_high_7 -> prior_hlc::previous_mid,rank_high_to_low_anchor,5,92.275,,1.336,1.29,40.0,100.0,60.0,100.0,100.0,7,,5,-1.144,-1.29
prior_range_fraction,prev_range_0.75,rank_low_5 -> prior_range_fraction::prev_range_0.75,rank_low_to_high_anchor,7,92.075,,1.465357,1.45,28.571429,100.0,85.714286,100.0,100.0,,5,7,-0.656071,-1.2575
prior_range_fraction,prev_range_0.382,L5 -> prior_range_fraction::prev_range_0.382,level_name_anchor,5,91.97115,L5,1.347536,1.41154,40.0,100.0,60.0,100.0,100.0,,,5,1.219112,1.41154
prior_range_fraction,prev_range_0.382,L5 -> prior_range_fraction::prev_range_0.382,l4_l7_anchor,5,91.97115,L5,1.347536,1.41154,40.0,100.0,60.0,100.0,100.0,,,5,1.219112,1.41154
prior_range_fraction,prev_range_0.382,rank_high_5 -> prior_range_fraction::prev_range_0.382,rank_high_to_low_anchor,5,91.97115,,1.347536,1.41154,40.0,100.0,60.0,100.0,100.0,5,,5,1.219112,1.41154
prior_range_fraction,prev_range_0.875,L2 -> prior_range_fraction::prev_range_0.875,level_name_anchor,5,91.7625,L2,1.5235,1.495,40.0,100.0,60.0,100.0,100.0,,,5,1.1975,1.495
prior_range_fraction,prev_range_0.875,rank_high_2 -> prior_range_fraction::prev_range_0.875,rank_high_to_low_anchor,6,91.540625,,1.561667,1.62375,33.333333,100.0,66.666667,100.0,100.0,2,,6,1.29,1.62375
prior_hlc,previous_pivot_hlc3,rank_low_5 -> prior_hlc::previous_pivot_hlc3,rank_low_to_high_anchor,13,90.388462,,1.486667,0.98,53.846154,100.0,69.230769,92.307692,100.0,,5,13,-0.702051,-0.503333
prior_range_fraction,prev_range_0.382,rank_low_5 -> prior_range_fraction::prev_range_0.382,rank_low_to_high_anchor,9,90.0742,,0.985116,0.33032,77.777778,100.0,77.777778,88.888889,100.0,,5,9,0.034364,-0.12216
prior_range_fraction,prev_range_0.875,rank_low_6 -> prior_range_fraction::prev_range_0.875,rank_low_to_high_anchor,13,89.372837,,1.441538,1.38625,38.461538,100.0,76.923077,92.307692,100.0,,6,13,0.607308,-0.14875
green_box_quarter,green_box_1_25pct,rank_low_4 -> green_box_quarter::green_box_1_25pct,rank_low_to_high_anchor,12,89.104688,,1.495521,1.338125,25.0,100.0,75.0,91.666667,100.0,,4,12,0.469062,0.46625
green_box_edge,green_edge_1,rank_low_6 -> green_box_edge::green_edge_1,rank_low_to_high_anchor,8,89.0375,,1.110625,0.455,75.0,100.0,87.5,87.5,100.0,,6,8,-0.400625,-0.1025
green_box_quarter,green_box_1_75pct,rank_low_5 -> green_box_quarter::green_box_1_75pct,rank_low_to_high_anchor,12,88.959375,,1.410625,1.39625,33.333333,100.0,75.0,91.666667,100.0,,5,12,-0.442292,-0.9625
red_box_edge,red_edge_1,L7 -> red_box_edge::red_edge_1,level_name_anchor,11,88.934091,L7,1.685,1.23,36.363636,100.0,72.727273,90.909091,100.0,,,11,0.691364,0.875
red_box_edge,red_edge_1,L7 -> red_box_edge::red_edge_1,l4_l7_anchor,11,88.934091,L7,1.685,1.23,36.363636,100.0,72.727273,90.909091,100.0,,,11,0.691364,0.875
red_box_edge,red_edge_1,rank_high_7 -> red_box_edge::red_edge_1,rank_high_to_low_anchor,11,88.934091,,1.685,1.23,36.363636,100.0,72.727273,90.909091,100.0,7,,11,0.691364,0.875
prior_range_fraction,prev_range_0.382,L6 -> prior_range_fraction::prev_range_0.382,level_name_anchor,10,88.869575,L6,1.327552,1.05217,50.0,100.0,80.0,90.0,100.0,,,10,0.459564,0.13201
prior_range_fraction,prev_range_0.382,L6 -> prior_range_fraction::prev_range_0.382,l4_l7_anchor,10,88.869575,L6,1.327552,1.05217,50.0,100.0,80.0,90.0,100.0,,,10,0.459564,0.13201
prior_range_fraction,prev_range_0.382,rank_high_6 -> prior_range_fraction::prev_range_0.382,rank_high_to_low_anchor,10,88.869575,,1.327552,1.05217,50.0,100.0,80.0,90.0,100.0,6,,10,0.459564,0.13201
prior_range_fraction,prev_range_0.75,L5 -> prior_range_fraction::prev_range_0.75,level_name_anchor,11,88.865341,L5,1.443409,1.2575,45.454545,100.0,63.636364,90.909091,100.0,,,11,-0.136136,0.065
prior_range_fraction,prev_range_0.75,L5 -> prior_range_fraction::prev_range_0.75,l4_l7_anchor,11,88.865341,L5,1.443409,1.2575,45.454545,100.0,63.636364,90.909091,100.0,,,11,-0.136136,0.065
prior_range_fraction,prev_range_0.75,rank_high_5 -> prior_range_fraction::prev_range_0.75,rank_high_to_low_anchor,11,88.865341,,1.443409,1.2575,45.454545,100.0,63.636364,90.909091,100.0,5,,11,-0.136136,0.065
prior_hlc,previous_close,rank_low_5 -> prior_hlc::previous_close,rank_low_to_high_anchor,12,88.625,,1.635,1.53,41.666667,100.0,58.333333,91.666667,100.0,,5,12,-0.226667,0.35
green_box_quarter,green_box_1_25pct,L6 -> green_box_quarter::green_box_1_25pct,level_name_anchor,8,88.398438,L6,1.317031,0.710625,62.5,100.0,75.0,87.5,100.0,,,8,1.126094,0.46625
green_box_quarter,green_box_1_25pct,L6 -> green_box_quarter::green_box_1_25pct,l4_l7_anchor,8,88.398438,L6,1.317031,0.710625,62.5,100.0,75.0,87.5,100.0,,,8,1.126094,0.46625
green_box_quarter,green_box_1_25pct,rank_high_6 -> green_box_quarter::green_box_1_25pct,rank_high_to_low_anchor,8,88.398438,,1.317031,0.710625,62.5,100.0,75.0,87.5,100.0,6,,8,1.126094,0.46625
prior_hlc,previous_mid,rank_low_5 -> prior_hlc::previous_mid,rank_low_to_high_anchor,8,88.08125,,1.2075,0.8375,50.0,100.0,75.0,87.5,100.0,,5,8,0.2475,-0.0675
red_box_quarter,red_box_1_75pct,rank_low_4 -> red_box_quarter::red_box_1_75pct,rank_low_to_high_anchor,8,87.895312,,1.221562,0.911875,50.0,100.0,87.5,87.5,100.0,,4,8,0.291875,-0.040625
prior_range_fraction,prev_range_0.125,rank_low_3 -> prior_range_fraction::prev_range_0.125,rank_low_to_high_anchor,10,86.921875,,1.751125,0.83125,70.0,100.0,70.0,90.0,90.0,,3,10,-1.275625,-0.485625
prior_range_fraction,prev_range_0.25,rank_low_3 -> prior_range_fraction::prev_range_0.25,rank_low_to_high_anchor,7,86.921429,,1.220714,0.94,57.142857,100.0,85.714286,85.714286,100.0,,3,7,-0.663571,-0.79
prior_range_fraction,prev_range_0.125,rank_high_7 -> prior_range_fraction::prev_range_0.125,rank_high_to_low_anchor,13,86.883173,,1.580192,0.9975,53.846154,100.0,76.923077,84.615385,100.0,7,,13,-1.215577,-0.45625
prior_range_fraction,prev_range_0.875,rank_low_7 -> prior_range_fraction::prev_range_0.875,rank_low_to_high_anchor,8,86.828125,,1.510312,1.33875,50.0,100.0,62.5,87.5,100.0,,7,8,0.49375,-0.4075
red_box_edge,red_edge_1,L5 -> red_box_edge::red_edge_1,level_name_anchor,7,86.808929,L5,1.579286,0.985,57.142857,100.0,57.142857,85.714286,100.0,,,7,-0.679286,-0.83
red_box_edge,red_edge_1,L5 -> red_box_edge::red_edge_1,l4_l7_anchor,7,86.808929,L5,1.579286,0.985,57.142857,100.0,57.142857,85.714286,100.0,,,7,-0.679286,-0.83
red_box_edge,red_edge_1,rank_high_5 -> red_box_edge::red_edge_1,rank_high_to_low_anchor,7,86.808929,,1.579286,0.985,57.142857,100.0,57.142857,85.714286,100.0,5,,7,-0.679286,-0.83
red_box_midline,red_mid_1,L5 -> red_box_midline::red_mid_1,level_name_anchor,10,86.290625,L5,2.4625,1.08375,50.0,90.0,80.0,90.0,90.0,,,10,-0.8545,0.52875
red_box_midline,red_mid_1,L5 -> red_box_midline::red_mid_1,l4_l7_anchor,10,86.290625,L5,2.4625,1.08375,50.0,90.0,80.0,90.0,90.0,,,10,-0.8545,0.52875
red_box_midline,red_mid_1,rank_high_5 -> red_box_midline::red_mid_1,rank_high_to_low_anchor,10,86.290625,,2.4625,1.08375,50.0,90.0,80.0,90.0,90.0,5,,10,-0.8545,0.52875
green_box_quarter,green_box_2_25pct,L4 -> green_box_quarter::green_box_2_25pct,level_name_anchor,6,86.251562,L4,1.559792,0.739375,66.666667,100.0,66.666667,83.333333,100.0,,,6,1.088125,0.360625
green_box_quarter,green_box_2_25pct,L4 -> green_box_quarter::green_box_2_25pct,l4_l7_anchor,6,86.251562,L4,1.559792,0.739375,66.666667,100.0,66.666667,83.333333,100.0,,,6,1.088125,0.360625
green_box_quarter,green_box_2_25pct,rank_high_4 -> green_box_quarter::green_box_2_25pct,rank_high_to_low_anchor,6,86.251562,,1.559792,0.739375,66.666667,100.0,66.666667,83.333333,100.0,4,,6,1.088125,0.360625
green_box_quarter,green_box_1_75pct,L4 -> green_box_quarter::green_box_1_75pct,level_name_anchor,11,85.946307,L4,1.394659,0.78875,54.545455,100.0,63.636364,81.818182,100.0,,,11,-0.128977,-0.22
green_box_quarter,green_box_1_75pct,L4 -> green_box_quarter::green_box_1_75pct,l4_l7_anchor,11,85.946307,L4,1.394659,0.78875,54.545455,100.0,63.636364,81.818182,100.0,,,11,-0.128977,-0.22
red_box_quarter,red_box_2_25pct,rank_low_3 -> red_box_quarter::red_box_2_25pct,rank_low_to_high_anchor,10,85.859375,,1.89125,2.25625,40.0,100.0,50.0,90.0,100.0,,3,10,-0.99425,-1.231875
prior_range_fraction,prev_range_0.333333,L6 -> prior_range_fraction::prev_range_0.333333,level_name_anchor,9,85.763685,L6,1.553756,0.943415,66.666667,100.0,66.666667,88.888889,88.888889,,,9,1.511543,0.943415
prior_range_fraction,prev_range_0.333333,L6 -> prior_range_fraction::prev_range_0.333333,l4_l7_anchor,9,85.763685,L6,1.553756,0.943415,66.666667,100.0,66.666667,88.888889,88.888889,,,9,1.511543,0.943415
prior_range_fraction,prev_range_0.333333,rank_high_6 -> prior_range_fraction::prev_range_0.333333,rank_high_to_low_anchor,9,85.763685,,1.553756,0.943415,66.666667,100.0,66.666667,88.888889,88.888889,6,,9,1.511543,0.943415
prior_range_fraction,prev_range_0.125,L7 -> prior_range_fraction::prev_range_0.125,level_name_anchor,12,85.528125,L7,1.659271,1.26875,50.0,100.0,75.0,83.333333,100.0,,,12,-1.369479,-0.998125
prior_range_fraction,prev_range_0.125,L7 -> prior_range_fraction::prev_range_0.125,l4_l7_anchor,12,85.528125,L7,1.659271,1.26875,50.0,100.0,75.0,83.333333,100.0,,,12,-1.369479,-0.998125
red_box_quarter,red_box_1_75pct,L6 -> red_box_quarter::red_box_1_75pct,level_name_anchor,6,85.425,L6,1.432708,1.07,50.0,100.0,66.666667,83.333333,100.0,,,6,0.719375,0.300625
red_box_quarter,red_box_1_75pct,L6 -> red_box_quarter::red_box_1_75pct,l4_l7_anchor,6,85.425,L6,1.432708,1.07,50.0,100.0,66.666667,83.333333,100.0,,,6,0.719375,0.300625
red_box_quarter,red_box_1_75pct,rank_high_6 -> red_box_quarter::red_box_1_75pct,rank_high_to_low_anchor,6,85.425,,1.432708,1.07,50.0,100.0,66.666667,83.333333,100.0,6,,6,0.719375,0.300625
prior_range_fraction,prev_range_0.875,L3 -> prior_range_fraction::prev_range_0.875,level_name_anchor,8,85.240625,L3,2.067344,0.72375,62.5,87.5,87.5,87.5,87.5,,,8,1.440781,0.02875
green_box_quarter,green_box_2_25pct,L3 -> green_box_quarter::green_box_2_25pct,level_name_anchor,5,85.134375,L3,1.284,0.54625,60.0,100.0,60.0,80.0,100.0,,,5,-1.0655,-0.07875
green_box_quarter,green_box_2_25pct,rank_high_3 -> green_box_quarter::green_box_2_25pct,rank_high_to_low_anchor,5,85.134375,,1.284,0.54625,60.0,100.0,60.0,80.0,100.0,3,,5,-1.0655,-0.07875
green_box_midline,green_mid_1,rank_low_5 -> green_box_midline::green_mid_1,rank_low_to_high_anchor,6,85.10625,,1.335833,1.1975,33.333333,100.0,83.333333,83.333333,100.0,,5,6,-0.7,-0.825
prior_hlc,previous_pivot_hlc3,L4 -> prior_hlc::previous_pivot_hlc3,level_name_anchor,5,84.566668,L4,1.191333,0.773333,80.0,100.0,80.0,80.0,100.0,,,5,-0.583333,-0.366667
prior_hlc,previous_pivot_hlc3,L4 -> prior_hlc::previous_pivot_hlc3,l4_l7_anchor,5,84.566668,L4,1.191333,0.773333,80.0,100.0,80.0,80.0,100.0,,,5,-0.583333,-0.366667
prior_hlc,previous_pivot_hlc3,rank_high_4 -> prior_hlc::previous_pivot_hlc3,rank_high_to_low_anchor,5,84.566668,,1.191333,0.773333,80.0,100.0,80.0,80.0,100.0,4,,5,-0.583333,-0.366667
red_box_quarter,red_box_2_25pct,rank_low_4 -> red_box_quarter::red_box_2_25pct,rank_low_to_high_anchor,13,84.340385,,1.340577,0.63,53.846154,100.0,76.923077,76.923077,100.0,,4,13,-0.521538,-0.1275
prior_range_fraction,prev_range_0.875,rank_high_3 -> prior_range_fraction::prev_range_0.875,rank_high_to_low_anchor,7,84.265625,,2.112321,0.57375,71.428571,85.714286,85.714286,85.714286,85.714286,3,,7,1.39625,-0.23125
red_box_midline,red_mid_1,L6 -> red_box_midline::red_mid_1,level_name_anchor,6,84.159375,L6,1.83875,1.57625,16.666667,100.0,66.666667,83.333333,100.0,,,6,-0.787917,-0.65125
red_box_midline,red_mid_1,L6 -> red_box_midline::red_mid_1,l4_l7_anchor,6,84.159375,L6,1.83875,1.57625,16.666667,100.0,66.666667,83.333333,100.0,,,6,-0.787917,-0.65125
red_box_midline,red_mid_1,rank_high_6 -> red_box_midline::red_mid_1,rank_high_to_low_anchor,6,84.159375,,1.83875,1.57625,16.666667,100.0,66.666667,83.333333,100.0,6,,6,-0.787917,-0.65125
prior_range_fraction,prev_range_0.875,rank_low_5 -> prior_range_fraction::prev_range_0.875,rank_low_to_high_anchor,8,84.0875,,2.358906,1.185,37.5,87.5,75.0,87.5,87.5,,5,8,1.313281,0.11
green_box_quarter,green_box_1_25pct,rank_low_5 -> green_box_quarter::green_box_1_25pct,rank_low_to_high_anchor,5,83.809375,,1.63275,1.07625,40.0,100.0,80.0,80.0,100.0,,5,5,0.33375,-0.76375
prior_range_fraction,prev_range_0.75,rank_low_6 -> prior_range_fraction::prev_range_0.75,rank_low_to_high_anchor,11,83.711932,,1.711818,1.6825,27.272727,100.0,54.545455,81.818182,100.0,,6,11,0.126364,0.065
green_box_quarter,green_box_1_75pct,rank_high_4 -> green_box_quarter::green_box_1_75pct,rank_high_to_low_anchor,10,83.60625,,1.485375,1.3575,50.0,100.0,60.0,80.0,100.0,4,,10,-0.093125,-0.085625
prior_range_fraction,prev_range_0.618,L4 -> prior_range_fraction::prev_range_0.618,level_name_anchor,6,83.60135,L4,1.779893,1.79946,33.333333,100.0,50.0,83.333333,100.0,,,6,-1.32028,-1.20905
prior_range_fraction,prev_range_0.618,L4 -> prior_range_fraction::prev_range_0.618,l4_l7_anchor,6,83.60135,L4,1.779893,1.79946,33.333333,100.0,50.0,83.333333,100.0,,,6,-1.32028,-1.20905
prior_range_fraction,prev_range_0.618,rank_high_4 -> prior_range_fraction::prev_range_0.618,rank_high_to_low_anchor,6,83.60135,,1.779893,1.79946,33.333333,100.0,50.0,83.333333,100.0,4,,6,-1.32028,-1.20905
red_box_quarter,red_box_1_75pct,L4 -> red_box_quarter::red_box_1_75pct,level_name_anchor,5,83.284375,L4,1.80575,1.28625,20.0,100.0,80.0,80.0,100.0,,,5,-1.57275,-1.28625
red_box_quarter,red_box_1_75pct,L4 -> red_box_quarter::red_box_1_75pct,l4_l7_anchor,5,83.284375,L4,1.80575,1.28625,20.0,100.0,80.0,80.0,100.0,,,5,-1.57275,-1.28625
red_box_quarter,red_box_1_75pct,rank_high_4 -> red_box_quarter::red_box_1_75pct,rank_high_to_low_anchor,5,83.284375,,1.80575,1.28625,20.0,100.0,80.0,80.0,100.0,4,,5,-1.57275,-1.28625
prior_hlc,previous_mid,L6 -> prior_hlc::previous_mid,level_name_anchor,8,83.2625,L6,1.27875,0.515,62.5,100.0,75.0,75.0,100.0,,,8,1.195,0.515
prior_hlc,previous_mid,L6 -> prior_hlc::previous_mid,l4_l7_anchor,8,83.2625,L6,1.27875,0.515,62.5,100.0,75.0,75.0,100.0,,,8,1.195,0.515
prior_hlc,previous_mid,rank_high_6 -> prior_hlc::previous_mid,rank_high_to_low_anchor,8,83.2625,,1.27875,0.515,62.5,100.0,75.0,75.0,100.0,6,,8,1.195,0.515
prior_hlc,previous_close,L6 -> prior_hlc::previous_close,level_name_anchor,5,82.925,L6,1.858,1.43,40.0,100.0,60.0,80.0,100.0,,,5,-1.286,-0.37
prior_hlc,previous_close,L6 -> prior_hlc::previous_close,l4_l7_anchor,5,82.925,L6,1.858,1.43,40.0,100.0,60.0,80.0,100.0,,,5,-1.286,-0.37
prior_hlc,previous_close,rank_high_6 -> prior_hlc::previous_close,rank_high_to_low_anchor,5,82.925,,1.858,1.43,40.0,100.0,60.0,80.0,100.0,6,,5,-1.286,-0.37
red_box_quarter,red_box_1_25pct,L5 -> red_box_quarter::red_box_1_25pct,level_name_anchor,7,82.909375,L5,1.980536,1.11625,28.571429,100.0,85.714286,85.714286,85.714286,,,7,-0.71375,-0.6575
red_box_quarter,red_box_1_25pct,L5 -> red_box_quarter::red_box_1_25pct,l4_l7_anchor,7,82.909375,L5,1.980536,1.11625,28.571429,100.0,85.714286,85.714286,85.714286,,,7,-0.71375,-0.6575
red_box_quarter,red_box_1_25pct,rank_high_5 -> red_box_quarter::red_box_1_25pct,rank_high_to_low_anchor,7,82.909375,,1.980536,1.11625,28.571429,100.0,85.714286,85.714286,85.714286,5,,7,-0.71375,-0.6575
prior_range_fraction,prev_range_0.25,L6 -> prior_range_fraction::prev_range_0.25,level_name_anchor,7,82.81875,L6,1.863571,1.1525,28.571429,100.0,71.428571,85.714286,85.714286,,,7,-0.822143,-0.79
prior_range_fraction,prev_range_0.25,L6 -> prior_range_fraction::prev_range_0.25,l4_l7_anchor,7,82.81875,L6,1.863571,1.1525,28.571429,100.0,71.428571,85.714286,85.714286,,,7,-0.822143,-0.79
prior_range_fraction,prev_range_0.25,rank_high_6 -> prior_range_fraction::prev_range_0.25,rank_high_to_low_anchor,7,82.81875,,1.863571,1.1525,28.571429,100.0,71.428571,85.714286,85.714286,6,,7,-0.822143,-0.79
red_box_quarter,red_box_3_75pct,L7 -> red_box_quarter::red_box_3_75pct,level_name_anchor,5,82.321875,L7,1.83675,1.67125,40.0,100.0,60.0,80.0,100.0,,,5,-1.31825,-1.67125
red_box_quarter,red_box_3_75pct,L7 -> red_box_quarter::red_box_3_75pct,l4_l7_anchor,5,82.321875,L7,1.83675,1.67125,40.0,100.0,60.0,80.0,100.0,,,5,-1.31825,-1.67125
red_box_quarter,red_box_3_75pct,rank_high_7 -> red_box_quarter::red_box_3_75pct,rank_high_to_low_anchor,5,82.321875,,1.83675,1.67125,40.0,100.0,60.0,80.0,100.0,7,,5,-1.31825,-1.67125
red_box_midline,red_mid_1,rank_low_7 -> red_box_midline::red_mid_1,rank_low_to_high_anchor,5,81.7375,,1.6655,1.905,40.0,100.0,60.0,80.0,100.0,,7,5,0.3895,-0.025
prior_range_fraction,prev_range_0.875,L4 -> prior_range_fraction::prev_range_0.875,level_name_anchor,13,81.634135,L4,2.004038,1.7125,30.769231,100.0,61.538462,76.923077,100.0,,,13,0.878077,0.5475
prior_range_fraction,prev_range_0.875,L4 -> prior_range_fraction::prev_range_0.875,l4_l7_anchor,13,81.634135,L4,2.004038,1.7125,30.769231,100.0,61.538462,76.923077,100.0,,,13,0.878077,0.5475
