level_date,prev_date,level_name,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,actual_published_level,dynamic_candidate_pool_count,dynamic_oracle_candidate_price,dynamic_oracle_abs_error,dynamic_oracle_within_3,dynamic_oracle_within_5,dynamic_oracle_source_family,dynamic_oracle_source_type,dynamic_oracle_prior_sample_count,dynamic_top1_candidate_price,dynamic_top1_abs_error,dynamic_top1_source_family,superset_audited_candidate_price,superset_audited_abs_error,superset_audited_within_5,dynamic_audited_candidate_price,dynamic_audited_abs_error,dynamic_audited_within_3,dynamic_audited_within_5,dynamic_audited_source,dynamic_improved_abs_error,dynamic_residual_recovered_within_5,dynamic_residual_recovered_within_3,dynamic_residual_better_than_superset,dynamic_residual_status
2025-10-02,2025-10-01,L4,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3865.54,PREV_CLOSE_PROXY,,NEUTRAL,3867.44,1,3884.8525,17.4125,False,False,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3884.8525,17.4125,SUPERSET_AUDITED_BASE,3884.8525,17.4125,False,3884.8525,17.4125,False,False,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_GT10
2025-10-02,2025-10-01,L5,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3865.54,PREV_CLOSE_PROXY,,NEUTRAL,3849.38,1,3871.403333,22.023333,False,False,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3871.403333,22.023333,SUPERSET_AUDITED_BASE,3871.403333,22.023333,False,3871.403333,22.023333,False,False,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_GT10
2025-10-02,2025-10-01,L6,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3865.54,PREV_CLOSE_PROXY,,NEUTRAL,3832.79,1,3871.3175,38.5275,False,False,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3871.3175,38.5275,SUPERSET_AUDITED_BASE,3871.3175,38.5275,False,3871.3175,38.5275,False,False,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_GT10
2025-10-02,2025-10-01,L7,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3865.54,PREV_CLOSE_PROXY,,NEUTRAL,3817.0,1,3850.32625,33.32625,False,False,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3850.32625,33.32625,SUPERSET_AUDITED_BASE,3850.32625,33.32625,False,3850.32625,33.32625,False,False,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_GT10
2025-10-03,2025-10-02,L4,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,3856.24,PREV_CLOSE_PROXY,,NEUTRAL,3854.23,2,3859.91,5.68,False,False,SUPERSET_AUDITED_BASE,EXPANDED_ORACLE_BETTER,,3859.91,5.68,SUPERSET_AUDITED_BASE,3859.91,5.68,False,3859.91,5.68,False,False,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_WITHIN_10
2025-10-03,2025-10-02,L5,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,3856.24,PREV_CLOSE_PROXY,,NEUTRAL,3833.88,1,3857.423333,23.543333,False,False,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3857.423333,23.543333,SUPERSET_AUDITED_BASE,3857.423333,23.543333,False,3857.423333,23.543333,False,False,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_GT10
2025-10-03,2025-10-02,L6,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,3856.24,PREV_CLOSE_PROXY,,NEUTRAL,3813.75,1,3846.2075,32.4575,False,False,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3846.2075,32.4575,SUPERSET_AUDITED_BASE,3846.2075,32.4575,False,3846.2075,32.4575,False,False,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_GT10
2025-10-03,2025-10-02,L7,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,3856.24,PREV_CLOSE_PROXY,,NEUTRAL,3794.9,1,3829.61125,34.71125,False,False,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3829.61125,34.71125,SUPERSET_AUDITED_BASE,3829.61125,34.71125,False,3829.61125,34.71125,False,False,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_GT10
2025-10-06,2025-10-03,L4,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3886.43,PREV_CLOSE_PROXY,,NEUTRAL,3872.61,1,3855.929982,16.680018,False,False,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3855.929982,16.680018,SUPERSET_AUDITED_BASE,3855.929982,16.680018,False,3855.929982,16.680018,False,False,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_GT10
2025-10-06,2025-10-03,L5,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3886.43,PREV_CLOSE_PROXY,,NEUTRAL,3851.28,1,3839.41375,11.86625,False,False,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3839.41375,11.86625,SUPERSET_AUDITED_BASE,3839.41375,11.86625,False,3839.41375,11.86625,False,False,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_GT10
2025-10-06,2025-10-03,L6,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3886.43,PREV_CLOSE_PROXY,,NEUTRAL,3830.61,1,3818.51125,12.09875,False,False,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3818.51125,12.09875,SUPERSET_AUDITED_BASE,3818.51125,12.09875,False,3818.51125,12.09875,False,False,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_GT10
2025-10-06,2025-10-03,L7,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3886.43,PREV_CLOSE_PROXY,,NEUTRAL,3810.83,1,3797.60875,13.22125,False,False,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3797.60875,13.22125,SUPERSET_AUDITED_BASE,3797.60875,13.22125,False,3797.60875,13.22125,False,False,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_GT10
2025-10-07,2025-10-06,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3961.0,PREV_CLOSE_PROXY,,NEUTRAL,3964.13,1,3948.6225,15.5075,False,False,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3948.6225,15.5075,SUPERSET_AUDITED_BASE,3948.6225,15.5075,False,3948.6225,15.5075,False,False,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_GT10
2025-10-07,2025-10-06,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3961.0,PREV_CLOSE_PROXY,,NEUTRAL,3946.24,1,3938.47,7.77,False,False,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3938.47,7.77,SUPERSET_AUDITED_BASE,3938.47,7.77,False,3938.47,7.77,False,False,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_WITHIN_10
2025-10-07,2025-10-06,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3961.0,PREV_CLOSE_PROXY,,NEUTRAL,3927.93,1,3913.2875,14.6425,False,False,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3913.2875,14.6425,SUPERSET_AUDITED_BASE,3913.2875,14.6425,False,3913.2875,14.6425,False,False,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_GT10
2025-10-07,2025-10-06,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3961.0,PREV_CLOSE_PROXY,,NEUTRAL,3710.52,1,3897.74625,187.22625,False,False,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3897.74625,187.22625,SUPERSET_AUDITED_BASE,3897.74625,187.22625,False,3897.74625,187.22625,False,False,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_GT10
2025-10-08,2025-10-07,L4,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL,3970.41,21,3969.980629,0.429371,True,True,CHANNEL_LEVEL_RESIDUAL,superset_base_channel_original_mean,4.0,3972.06,1.65,SUPERSET_AUDITED_BASE,3972.06,1.65,True,3969.980629,0.429371,True,True,DYNAMIC_RESIDUAL_BETTER,1.220629,False,False,True,DYNAMIC_WITHIN_3
2025-10-08,2025-10-07,L5,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL,3949.74,41,3946.882396,2.857604,True,True,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_mean,4.0,3953.365,3.625,SUPERSET_AUDITED_BASE,3953.365,3.625,True,3946.882396,2.857604,True,True,DYNAMIC_RESIDUAL_BETTER,0.767396,False,True,True,DYNAMIC_WITHIN_3
2025-10-08,2025-10-07,L6,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL,3929.69,41,3930.865,1.175,True,True,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3930.865,1.175,SUPERSET_AUDITED_BASE,3930.865,1.175,True,3930.865,1.175,True,True,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_WITHIN_3
2025-10-08,2025-10-07,L7,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL,3910.27,1,3910.8,0.53,True,True,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3910.8,0.53,SUPERSET_AUDITED_BASE,3910.8,0.53,True,3910.8,0.53,True,True,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_WITHIN_3
2025-10-09,2025-10-08,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,4038.76,61,4039.386504,0.626504,True,True,LEVEL_RESIDUAL,superset_base_level_original_mean,5.0,4041.38,2.62,SUPERSET_AUDITED_BASE,4041.38,2.62,True,4039.386504,0.626504,True,True,DYNAMIC_RESIDUAL_BETTER,1.993496,False,False,True,DYNAMIC_WITHIN_3
2025-10-09,2025-10-08,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,4019.13,61,4018.186667,0.943333,True,True,LEVEL_RESIDUAL,superset_base_level_superset_q25,5.0,4040.21,21.08,SUPERSET_AUDITED_BASE,4040.21,21.08,False,4018.186667,0.943333,True,True,DYNAMIC_RESIDUAL_BETTER,20.136667,True,True,True,DYNAMIC_WITHIN_3
2025-10-09,2025-10-08,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,4001.52,61,3990.5775,10.9425,False,False,LEVEL_RESIDUAL,superset_base_level_superset_q25,5.0,4023.035,21.515,SUPERSET_AUDITED_BASE,4023.035,21.515,False,3990.5775,10.9425,False,False,DYNAMIC_RESIDUAL_BETTER,10.5725,False,False,True,DYNAMIC_GT10
2025-10-09,2025-10-08,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,3985.35,41,3850.467813,134.882187,False,False,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4.0,3847.56,137.79,SUPERSET_AUDITED_BASE,3847.56,137.79,False,3850.467813,134.882187,False,False,DYNAMIC_RESIDUAL_BETTER,2.907813,False,False,True,DYNAMIC_GT10
2025-10-10,2025-10-09,L4,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,3999.31,61,3991.4675,7.8425,False,False,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,5.0,3975.96,23.35,SUPERSET_AUDITED_BASE,3975.96,23.35,False,3991.4675,7.8425,False,False,DYNAMIC_RESIDUAL_BETTER,15.5075,False,False,True,DYNAMIC_WITHIN_10
2025-10-10,2025-10-09,L5,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,3980.31,61,3980.5775,0.2675,True,True,LEVEL_RESIDUAL,superset_base_level_superset_median,6.0,3992.93,12.62,SUPERSET_AUDITED_BASE,3992.93,12.62,False,3980.5775,0.2675,True,True,DYNAMIC_RESIDUAL_BETTER,12.3525,True,True,True,DYNAMIC_WITHIN_3
2025-10-10,2025-10-09,L6,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,3961.97,61,3961.971875,0.001875,True,True,LEVEL_RESIDUAL,superset_base_level_superset_mean,6.0,3973.1275,11.1575,SUPERSET_AUDITED_BASE,3973.1275,11.1575,False,3961.971875,0.001875,True,True,DYNAMIC_RESIDUAL_BETTER,11.155625,True,True,True,DYNAMIC_WITHIN_3
