level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,prediction_available_levels,missing_prediction_levels,routed_top1_pct_within_3,routed_top1_pct_within_5,routed_top3_pct_within_3,routed_top3_pct_within_5,routed_best_median_abs_error,routed_best_mean_abs_error,routed_best_pct_within_3,routed_best_pct_within_5,routed_top1_median_abs_error,routed_mean_confidence_score,routed_ordered_ladder_valid,routed_ordered_ladder_median_abs_error,routed_ordered_ladder_pct_within_3,routed_ordered_ladder_pct_within_5,routed_bracketed_by_L5_L6
2025-10-16,2025-10-15,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4208.11,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,50.0,50.0,50.0,5.49618,6.00559,50.0,50.0,5.71243,33.660512,True,5.71243,25.0,50.0,False
2025-10-17,2025-10-16,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4325.92,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,12.755625,11.998125,0.0,0.0,12.755625,17.472538,True,12.755625,0.0,0.0,False
2025-10-20,2025-10-17,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4252.68,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,77.105312,71.916094,0.0,0.0,77.105312,26.17395,True,77.105312,0.0,0.0,False
2025-10-21,2025-10-20,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4356.3,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,0.0,25.0,35.17,33.04,0.0,25.0,35.17,14.380675,True,35.17,0.0,25.0,False
2025-10-22,2025-10-21,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4124.9,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,51.3375,51.281562,0.0,0.0,66.3375,25.460431,True,71.525625,0.0,0.0,True
2025-10-23,2025-10-22,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4098.38,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,83.695651,81.624075,0.0,0.0,83.695651,5.0,True,83.695651,0.0,0.0,False
2025-10-24,2025-10-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4125.98,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,18.74625,17.776042,25.0,25.0,18.74625,31.029788,True,18.74625,0.0,0.0,False
2025-10-27,2025-10-24,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4112.26,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,50.0,25.0,50.0,5.90875,5.536562,25.0,50.0,5.90875,26.303013,True,5.90875,25.0,50.0,True
2025-10-28,2025-10-27,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3981.07,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,4.34962,6.02356,25.0,50.0,70.807523,27.051175,True,70.807523,0.0,0.0,False
2025-10-29,2025-10-28,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,3952.66,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,21.0071,19.536675,0.0,0.0,49.05875,5.0,True,49.05875,0.0,0.0,True
2025-10-30,2025-10-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3930.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,98.775625,99.005625,0.0,0.0,98.775625,45.321738,True,98.775625,0.0,0.0,False
2025-10-31,2025-10-30,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4024.28,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,0.0,25.0,12.5125,10.757812,0.0,25.0,12.5125,45.367872,True,12.5125,0.0,25.0,False
2025-11-03,2025-10-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4002.19,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,9.9175,11.244062,0.0,0.0,13.59,47.456208,True,13.59,0.0,0.0,True
2025-11-04,2025-11-03,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4001.26,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,0.0,25.0,16.479375,15.479687,0.0,25.0,19.55375,48.97835,True,19.55375,0.0,25.0,False
2025-11-05,2025-11-04,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,3931.9,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,0.0,25.0,18.095625,20.315,0.0,25.0,18.095625,50.999696,True,18.095625,0.0,25.0,False
2025-11-06,2025-11-05,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,3979.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,50.0,50.0,3.6775,3.766146,50.0,50.0,8.704791,45.384166,True,8.704791,25.0,25.0,True
2025-11-07,2025-11-06,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,3976.93,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,6.23,6.128442,25.0,25.0,6.23,54.621789,True,6.23,25.0,25.0,False
2025-11-10,2025-11-07,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4000.84,PREV_CLOSE_PROXY,,NEUTRAL,4,0,50.0,50.0,50.0,50.0,4.465312,6.185521,50.0,50.0,4.465312,56.99518,True,4.465312,50.0,50.0,False
2025-11-11,2025-11-10,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4115.78,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,22.38999,20.19964,0.0,0.0,22.38999,48.125969,True,22.38999,0.0,0.0,False
2025-11-12,2025-11-11,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4126.6,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,19.984575,20.533225,0.0,0.0,19.984575,60.310863,True,19.984575,0.0,0.0,False
2025-11-13,2025-11-12,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4195.32,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,50.0,50.0,3.390428,4.195214,50.0,50.0,6.12878,46.217501,True,6.12878,25.0,25.0,True
2025-11-14,2025-11-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4171.26,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,36.37,36.135008,0.0,0.0,36.37,61.312069,True,36.37,0.0,0.0,False
2025-11-17,2025-11-14,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4085.1,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,107.04857,110.474285,0.0,0.0,107.04857,59.880001,True,107.04857,0.0,0.0,False
2025-11-18,2025-11-17,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4045.52,PREV_CLOSE_PROXY,,NEUTRAL,4,0,50.0,75.0,50.0,75.0,3.34375,4.849062,50.0,75.0,3.34375,58.460764,True,7.829375,25.0,50.0,True
2025-11-19,2025-11-18,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4067.3,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,50.0,50.0,4.805,5.35619,50.0,50.0,12.13334,47.218308,True,12.13334,0.0,0.0,True
2025-11-20,2025-11-19,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4077.81,PREV_CLOSE_PROXY,,NEUTRAL,4,0,50.0,50.0,50.0,50.0,3.3375,3.452495,50.0,50.0,3.3375,61.099812,True,3.3375,50.0,50.0,False
2025-11-21,2025-11-20,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4077.2,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,25.0,4.65125,4.681875,25.0,50.0,15.4275,61.822358,True,15.4275,0.0,0.0,True
2025-11-24,2025-11-21,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4065.26,PREV_CLOSE_PROXY,,NEUTRAL,4,0,50.0,50.0,50.0,75.0,3.846875,4.673125,50.0,75.0,6.253125,31.88127,True,6.253125,50.0,50.0,True
2025-11-25,2025-11-24,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4134.62,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,5.314792,5.219908,25.0,50.0,30.211575,46.512394,True,30.211575,0.0,0.0,True
2025-11-26,2025-11-25,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4130.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,16.091675,16.614587,25.0,25.0,16.091675,61.411597,True,16.091675,25.0,25.0,False
2025-11-27,2025-11-26,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4163.7,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,0.0,25.0,12.822604,13.874896,0.0,25.0,12.822604,61.636966,True,12.822604,0.0,25.0,False
2025-11-28,2025-11-27,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4157.37,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,14.055829,17.494789,0.0,0.0,27.4775,61.601933,True,27.4775,0.0,0.0,True
2025-12-01,2025-11-28,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4219.51,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,50.0,5.1425,4.589375,25.0,50.0,9.111667,45.659829,True,9.111667,25.0,25.0,True
2025-12-02,2025-12-01,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4232.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,12.12808,12.59154,25.0,25.0,12.12808,61.499011,True,12.12808,25.0,25.0,False
2025-12-03,2025-12-02,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4205.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,75.0,25.0,75.0,4.03,4.32375,25.0,75.0,4.03,36.594281,True,4.03,25.0,75.0,True
2025-12-04,2025-12-03,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4202.98,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,5.845,7.57625,25.0,25.0,5.845,62.365139,True,5.845,25.0,25.0,False
2025-12-05,2025-12-04,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,75.0,100.0,75.0,100.0,1.909063,1.929792,75.0,100.0,1.909063,62.696225,True,1.909063,75.0,100.0,False
2025-12-08,2025-12-05,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4199.09,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,11.804063,13.283719,0.0,0.0,11.804063,63.590595,True,11.804063,0.0,0.0,True
2025-12-09,2025-12-08,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4190.56,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,13.31,13.954865,0.0,0.0,15.965,63.547476,True,15.965,0.0,0.0,False
2025-12-10,2025-12-09,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.1,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,12.909375,12.979269,0.0,0.0,12.909375,63.321687,True,12.909375,0.0,0.0,False
2025-12-11,2025-12-10,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4228.54,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,75.0,100.0,2.396562,2.430523,75.0,100.0,14.365625,63.278594,True,14.365625,0.0,0.0,False
2025-12-12,2025-12-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4279.59,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,50.0,5.29862,5.769206,25.0,50.0,34.267292,47.193466,True,34.267292,0.0,0.0,True
2025-12-15,2025-12-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4299.72,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,4.78125,7.463073,25.0,75.0,31.129591,41.41402,True,31.129591,0.0,0.0,True
2025-12-16,2025-12-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4304.91,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,50.0,9.629755,10.644409,25.0,50.0,13.290625,62.871869,True,13.290625,25.0,25.0,False
2025-12-17,2025-12-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4302.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,9.086875,9.43,0.0,0.0,9.086875,41.21075,True,9.086875,0.0,0.0,False
2025-12-19,2025-12-18,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4332.34,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,50.0,100.0,2.546875,2.43625,50.0,100.0,9.699585,41.60723,True,9.699585,25.0,25.0,True
2025-12-22,2025-12-19,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4338.16,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,50.0,6.03625,5.96417,25.0,50.0,12.345,63.037063,True,12.345,0.0,0.0,False
2025-12-23,2025-12-22,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4443.59,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,17.99,22.00928,0.0,0.0,17.99,46.656401,True,17.99,0.0,0.0,True
2025-12-24,2025-12-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4484.54,PREV_CLOSE_PROXY,,NEUTRAL,3,1,0.0,33.333333,0.0,33.333333,5.31125,5.71,0.0,33.333333,11.82125,47.539556,False,,,,
2025-12-26,2025-12-24,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4479.58,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,50.0,6.174062,8.947989,25.0,50.0,7.988138,43.417817,True,7.988138,25.0,25.0,False
2025-12-29,2025-12-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4531.0,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,50.0,50.0,1.676985,2.761425,75.0,75.0,19.168125,49.667011,True,19.168125,0.0,0.0,True
2025-12-30,2025-12-29,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4332.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,76.851625,78.050813,0.0,0.0,76.851625,63.464958,True,76.851625,0.0,0.0,False
2026-01-01,2025-12-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4318.87,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,0.0,25.0,13.91193,11.858954,0.0,25.0,19.03875,41.861354,True,19.03875,0.0,25.0,True
2026-01-02,2025-12-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4318.87,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,25.0,50.0,5.56375,6.604035,25.0,50.0,15.02807,42.844928,True,15.02807,0.0,25.0,True
2026-01-05,2026-01-02,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4332.72,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,8.38875,9.225625,25.0,25.0,8.38875,63.203031,True,8.38875,25.0,25.0,True
2026-01-06,2026-01-05,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4448.89,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,50.0,75.0,3.28625,5.42931,50.0,75.0,10.57625,47.092962,True,10.57625,25.0,25.0,True
2026-01-07,2026-01-06,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4494.54,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,50.0,25.0,50.0,4.7825,4.372077,25.0,50.0,7.57375,48.091551,True,7.57375,25.0,50.0,True
2026-01-08,2026-01-07,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4456.36,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,50.0,0.0,100.0,3.775625,3.847297,0.0,100.0,6.2525,42.704803,True,6.2525,0.0,50.0,True
2026-01-09,2026-01-08,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4477.28,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,50.0,75.0,2.755,3.58,50.0,75.0,9.7625,50.000813,True,9.7625,0.0,0.0,True
2026-01-12,2026-01-09,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4509.3,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,11.135822,12.156661,0.0,0.0,18.572073,50.707759,True,19.064375,0.0,0.0,True
2026-01-13,2026-01-12,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4597.38,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,50.0,75.0,2.480625,3.07875,50.0,75.0,13.618125,54.990707,True,3.791875,50.0,50.0,False
2026-01-14,2026-01-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4586.3,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,24.366667,26.694896,0.0,0.0,24.366667,36.017349,True,24.366667,0.0,0.0,True
2026-01-15,2026-01-14,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4626.39,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,28.450625,30.717815,0.0,0.0,41.26625,45.769209,True,41.26625,0.0,0.0,False
2026-01-16,2026-01-15,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4615.76,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,50.0,5.365412,5.580987,25.0,50.0,12.478125,43.170749,True,12.478125,0.0,0.0,False
2026-01-19,2026-01-16,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4595.66,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,25.0,9.05625,10.27625,0.0,25.0,10.1775,56.240828,True,12.29375,0.0,25.0,False
2026-01-20,2026-01-19,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4670.86,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,50.0,25.0,100.0,3.52,3.27375,25.0,100.0,4.545,51.270046,True,3.601875,25.0,75.0,True
2026-01-21,2026-01-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4763.3,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,127.24625,126.994375,0.0,0.0,127.24625,59.033465,True,127.24625,0.0,0.0,False
2026-01-22,2026-01-21,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4831.03,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,27.892314,26.904907,0.0,0.0,39.223855,63.587061,True,39.223855,0.0,0.0,False
2026-01-23,2026-01-22,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4936.06,PREV_CLOSE_PROXY,,NEUTRAL,4,0,50.0,50.0,50.0,50.0,10.7675,10.5775,50.0,50.0,10.7675,63.305004,True,10.7675,50.0,50.0,False
2026-01-26,2026-01-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4987.98,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,24.654375,25.681562,0.0,0.0,53.5875,59.567229,True,85.33625,0.0,0.0,False
2026-01-27,2026-01-26,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5008.17,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,11.03625,10.304063,25.0,25.0,11.03625,63.231024,True,11.03625,25.0,25.0,True
2026-01-28,2026-01-27,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5181.22,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,57.155938,57.304688,0.0,0.0,66.751563,63.251473,True,66.751563,0.0,0.0,False
2026-01-29,2026-01-28,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,5417.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,28.4025,28.636272,0.0,0.0,36.0175,63.039921,True,28.4025,0.0,0.0,False
2026-01-30,2026-01-29,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5370.92,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,85.96875,82.739833,0.0,0.0,133.658415,62.814825,True,91.049666,0.0,0.0,True
